source,target,evidence,iLIS,fdr
CG2145,alpha-Man-Ia,diopt4,0.3578,FDR 5
CG2145,Nep1,diopt4,0.2913,FDR 10
Sry-alpha,CG8578,fly,0.5233,FDR 5
Sry-alpha,CG2218,fly,0.4351,FDR 5
Sry-alpha,CG14722,fly,0.2491,FDR 10
Sry-alpha,D,fly,0.2384,FDR 10
CG8578,coro,both,0.4602,FDR 5
vir,Flacc,both,0.5189,FDR 5
CG3225,CG8854,fly,0.2718,FDR 10
CG3225,PAN3,fly,0.2511,FDR 10
CG3225,CG11382,fly,0.2397,FDR 10
CG3225,Hsp83,both,0.2322,FDR 10
Dh44,Dh44-R1,fly,0.5227,FDR 5
Dh44,Dh44-R2,fly,0.4998,FDR 5
Snx17,LpR2,diopt4,0.5226,FDR 5
RpS19b,CG1542,both,0.3934,FDR 5
Dis3l2,Tailor,fly,0.4186,FDR 5
Dis3l2,l(1)G0020,both,0.3351,FDR 10
Dis3l2,Rs1,both,0.2761,FDR 10
Stip1,PpD3,both,0.4494,FDR 5
Stip1,Hsc70Cb,both,0.4461,FDR 5
Stip1,Non2,fly,0.3864,FDR 5
Stip1,Hsp83,both,0.3519,FDR 5
Stip1,RnrS,both,0.338,FDR 10
Stip1,cib,fly,0.3118,FDR 10
Stip1,CG3226,both,0.2526,FDR 10
Stip1,AGO3,both,0.2319,FDR 10
Stip1,Prosalpha3,fly,0.2292,FDR 10
mldr,CG34382,fly,0.3989,FDR 5
mldr,Pif1A,fly,0.3187,FDR 10
Snx3,Abl,diopt4,0.3773,FDR 5
Snx3,CG9436,diopt4,0.2686,FDR 10
egr,Ilp8,fly,0.5128,FDR 5
egr,Uba1,fly,0.3193,FDR 10
egr,Alg3,fly,0.2943,FDR 10
egr,Apc2,fly,0.2599,FDR 10
egr,CG31371,diopt4,0.2399,FDR 10
SMC2,Cap-G,both,0.4283,FDR 5
Amph,CG15071,fly,0.5223,FDR 5
Amph,CG15764,fly,0.2265,FDR 10
CG15071,drk,fly,0.4168,FDR 5
CG15071,hook,fly,0.4125,FDR 5
CG15071,CG14905,fly,0.3945,FDR 5
Noa36,CG11635,fly,0.4745,FDR 5
Noa36,CG42559,fly,0.4092,FDR 5
side,beat-Ia,fly,0.5112,FDR 5
pav,feo,both,0.4063,FDR 5
pav,Top3beta,both,0.4036,FDR 5
pav,ALiX,both,0.3855,FDR 5
pav,alt,fly,0.2505,FDR 10
Mlh1,Pms2,both,0.522,FDR 5
Mlh1,osp,fly,0.2464,FDR 10
Pms2,Unc-115a,fly,0.2345,FDR 10
Bap60,CG13630,fly,0.4976,FDR 5
Bap60,CG10555,both,0.4954,FDR 5
Bap60,CG10694,fly,0.445,FDR 5
Bap60,CG9962,diopt4,0.3935,FDR 5
Bap60,polybromo,both,0.3835,FDR 5
Bap60,Cog6,both,0.351,FDR 5
Bap60,CG11873,both,0.3389,FDR 5
Bap60,CG18259,fly,0.3277,FDR 10
Bap60,CG8907,fly,0.2798,FDR 10
Bap60,CG10702,diopt4,0.2538,FDR 10
Bap60,Tlk,both,0.2493,FDR 10
CG7304,scpr-A,diopt4,0.5217,FDR 5
CG7304,scpr-C,diopt4,0.4917,FDR 5
CG7304,scpr-B,diopt4,0.4845,FDR 5
CG7304,CG43776,diopt4,0.356,FDR 5
CG7304,CG31296,diopt4,0.2769,FDR 10
scpr-A,Pgant8,diopt4,0.421,FDR 5
Dis3,Ars2,fly,0.3197,FDR 10
Dis3,Nopp140,fly,0.2901,FDR 10
CG9962,CG6686,diopt4,0.3881,FDR 5
CG9962,Alk,diopt4,0.3743,FDR 5
CG9962,CG4839,diopt4,0.3396,FDR 5
CG9962,Sdr,diopt4,0.2533,FDR 10
CG9962,smal,diopt4,0.2292,FDR 10
comm,robo1,fly,0.4736,FDR 5
comm,robo2,fly,0.3554,FDR 5
Nup107,Nup133,both,0.5209,FDR 5
RpL27A,RpL5,both,0.2477,FDR 10
IntS2,IntS6,both,0.5207,FDR 5
IntS6,IntS3,both,0.2557,FDR 10
cdm,CG11294,fly,0.5195,FDR 5
CG6664,CG13083,fly,0.2263,FDR 10
CG31751,Syn2,fly,0.2405,FDR 10
mys,scb,both,0.5042,FDR 5
mys,Fit1,diopt4,0.5022,FDR 5
mys,ItgaPS5,diopt4,0.4983,FDR 5
mys,Mal-A6,diopt4,0.45,FDR 5
mys,Mal-A4,diopt4,0.4396,FDR 5
mys,rhea,both,0.4388,FDR 5
mys,CG4847,diopt4,0.4117,FDR 5
mys,alpha-Man-IIa,diopt4,0.3809,FDR 5
mys,AdamTS-A,fly,0.3766,FDR 5
mys,Mal-A8,diopt4,0.3607,FDR 5
mys,Apc2,fly,0.3455,FDR 5
mys,CG43776,diopt4,0.3256,FDR 10
mys,gammaTry,diopt4,0.319,FDR 10
mys,Tsp86D,diopt4,0.3048,FDR 10
mys,CG30025,diopt4,0.2912,FDR 10
mys,deltaTry,diopt4,0.2859,FDR 10
mys,Nepl20,diopt4,0.278,FDR 10
mys,CG30031,diopt4,0.2658,FDR 10
mys,Dg,diopt4,0.2537,FDR 10
mys,CG10702,diopt4,0.2421,FDR 10
mys,CG9294,diopt4,0.2409,FDR 10
mys,betaTry,diopt4,0.2348,FDR 10
mys,Nep6,diopt4,0.2277,FDR 10
mys,Nepl21,diopt4,0.2267,FDR 10
gammaSnap2,Nsf2,both,0.4413,FDR 5
acj6,Dyrk2,diopt4,0.5196,FDR 5
Dyrk2,Sirt1,diopt4,0.3847,FDR 5
Dyrk2,can,diopt4,0.3717,FDR 5
Dyrk2,sti,diopt4,0.2959,FDR 10
Dyrk2,pnr,diopt4,0.2856,FDR 10
Dyrk2,gek,diopt4,0.2854,FDR 10
Dyrk2,trx,fly,0.2804,FDR 10
Dyrk2,btd,diopt4,0.2553,FDR 10
Dyrk2,CG8565,diopt4,0.2474,FDR 10
CG11294,Sry-beta,fly,0.2847,FDR 10
Cpr11A,MCPH1,fly,0.5195,FDR 5
Cpr11A,PQBP1,fly,0.3312,FDR 10
MCPH1,mei-41,both,0.2862,FDR 10
nub,stau,fly,0.3669,FDR 5
nub,Pask,diopt4,0.3082,FDR 10
LysB,CG8673,diopt4,0.4124,FDR 5
CG6083,Cda5,fly,0.5191,FDR 5
CG6083,coil,fly,0.3203,FDR 10
Cda5,CG14641,fly,0.2706,FDR 10
CG7924,pie,fly,0.3718,FDR 5
CG7924,CG15127,fly,0.3136,FDR 10
Rpt4,Rpt1,both,0.2965,FDR 10
Rpt4,Psa,fly,0.2635,FDR 10
Wee1,mei-41,fly,0.2699,FDR 10
Fgop2,Slmap,both,0.3295,FDR 10
Fgop2,Cen,fly,0.3087,FDR 10
CG4882,Gprk2,diopt4,0.3903,FDR 5
elB,CG12084,fly,0.3501,FDR 5
elB,Jon99Cii,fly,0.3275,FDR 10
HmgZ,fig,diopt4,0.5183,FDR 5
fig,Dsp1,diopt4,0.477,FDR 5
PRL-1,CG17819,fly,0.4711,FDR 5
PRL-1,CrebA,diopt4,0.3882,FDR 5
mesh,Nepl14,diopt4,0.2369,FDR 10
CG6036,Mitf,diopt4,0.3581,FDR 5
CG6036,Sirt1,diopt4,0.2638,FDR 10
Brca2,pds5,fly,0.4655,FDR 5
mwh,Pih1D1,fly,0.2968,FDR 10
mwh,yellow-g,fly,0.2953,FDR 10
mwh,cmb,fly,0.2914,FDR 10
mwh,Rok,fly,0.2533,FDR 10
SoYb,vret,fly,0.5173,FDR 5
vret,aub,fly,0.4834,FDR 5
slpr,Abl,diopt4,0.4764,FDR 5
slpr,lic,diopt4,0.3971,FDR 5
slpr,sff,diopt4,0.2419,FDR 10
Dfd,KP78b,fly,0.3417,FDR 5
Mzt1,cnn,fly,0.3888,FDR 5
Sry-beta,esn,fly,0.4046,FDR 5
Pgk,Hex-C,diopt4,0.2875,FDR 10
eIF1,Leash,fly,0.3816,FDR 5
Grx1,Ctr1B,fly,0.5168,FDR 5
Grx1,Ctr1A,fly,0.3359,FDR 10
Ctr1B,jp,fly,0.3932,FDR 5
Ctr1B,scf,fly,0.33,FDR 10
Ctr1B,CG33155,fly,0.2878,FDR 10
Ctr1B,GILT3,fly,0.2294,FDR 10
Ctr1B,Ctr1A,both,0.2284,FDR 10
Ctr1B,CG33169,fly,0.2238,FDR 10
wnd,lic,diopt4,0.3974,FDR 5
drk,Nek2,both,0.4094,FDR 5
drk,Pez,both,0.3497,FDR 5
drk,CG5004,fly,0.3455,FDR 5
drk,CG5568,fly,0.3339,FDR 10
drk,cno,both,0.3205,FDR 10
drk,Cad96Ca,both,0.2717,FDR 10
drk,Mec2,fly,0.2646,FDR 10
drk,CG5174,fly,0.2621,FDR 10
drk,CG42788,fly,0.2569,FDR 10
drk,Ret,both,0.2459,FDR 10
Tsf2,Nrg,fly,0.4775,FDR 5
Bsg25A,Elba3,fly,0.5161,FDR 5
Bsg25A,Elba2,fly,0.4029,FDR 5
Elba3,Elba2,fly,0.4346,FDR 5
Elba3,CG10979,fly,0.2645,FDR 10
Pez,kibra,both,0.4905,FDR 5
Pez,CG13114,fly,0.4687,FDR 5
Pez,CG18259,fly,0.2943,FDR 10
Pez,Cnot4,fly,0.24,FDR 10
Vps4,CHMP2B,both,0.3738,FDR 5
Vps4,Psa,fly,0.2687,FDR 10
ALiX,CG10444,diopt4,0.4384,FDR 5
ALiX,Eno,diopt4,0.4138,FDR 5
ALiX,Alg-2,both,0.4017,FDR 5
ALiX,drongo,diopt4,0.3255,FDR 10
ALiX,CG8336,diopt4,0.3172,FDR 10
ALiX,CG3662,diopt4,0.3023,FDR 10
ALiX,CG17765,both,0.2911,FDR 10
ALiX,Top3beta,diopt4,0.2905,FDR 10
ALiX,hook,diopt4,0.2811,FDR 10
ALiX,vig,diopt4,0.2734,FDR 10
eg,CG11617,fly,0.423,FDR 5
Su(dx),CG14767,both,0.3799,FDR 5
Su(dx),CG31705,fly,0.3624,FDR 5
Su(dx),Leash,both,0.2847,FDR 10
Su(dx),Ptp36E,fly,0.2833,FDR 10
Su(dx),Ndfip,both,0.2802,FDR 10
Su(dx),CG44251,fly,0.2561,FDR 10
Su(dx),CG2993,both,0.2323,FDR 10
per,tim,both,0.5074,FDR 5
scb,CG30025,diopt4,0.3853,FDR 5
scb,CG2111,diopt4,0.3647,FDR 5
scb,Spn53F,diopt4,0.3297,FDR 10
scb,magu,diopt4,0.2786,FDR 10
scb,Spn42Dc,diopt4,0.266,FDR 10
scb,CG8562,diopt4,0.2604,FDR 10
scb,CG30031,diopt4,0.2436,FDR 10
scb,Spn42Db,diopt4,0.2373,FDR 10
scb,Dsp1,diopt4,0.237,FDR 10
Nek2,ana1,fly,0.3591,FDR 5
Nek2,Tsp,both,0.2952,FDR 10
Nek2,tacc,fly,0.2872,FDR 10
Nek2,Mitf,diopt4,0.273,FDR 10
Nek2,Abl,diopt4,0.2283,FDR 10
dve,Trap1,fly,0.3099,FDR 10
beta4GalNAcTA,CG12951,diopt4,0.5154,FDR 5
beta4GalNAcTA,CG3662,diopt4,0.4656,FDR 5
beta4GalNAcTA,CG8172,diopt4,0.3427,FDR 5
beta4GalNAcTA,CG6847,diopt4,0.2741,FDR 10
ssx,CG12128,fly,0.3475,FDR 5
Pkc53E,gcm,fly,0.4963,FDR 5
Pkc53E,twi,diopt4,0.3518,FDR 5
Pkc53E,SC35,diopt4,0.3298,FDR 10
Pkc53E,Mct1,diopt4,0.3214,FDR 10
Pkc53E,CG7497,diopt4,0.3177,FDR 10
Sec6,Sec3,both,0.3169,FDR 10
aln,CG8560,diopt4,0.3184,FDR 10
Lsm11,FLASH,fly,0.5149,FDR 5
Lsm11,CG13689,fly,0.2415,FDR 10
FLASH,nonA-l,fly,0.4041,FDR 5
FLASH,AIMP1,fly,0.3107,FDR 10
FLASH,Tdrd3,fly,0.2524,FDR 10
z,Cdc37,fly,0.2902,FDR 10
CG2918,Ptp10D,diopt4,0.4117,FDR 5
CG2918,Cnx99A,both,0.4035,FDR 5
CG2918,Paics,fly,0.3785,FDR 5
CG2918,CG9372,fly,0.321,FDR 10
CG2918,Hsc70Cb,both,0.2661,FDR 10
CG2918,ItgaPS5,diopt4,0.2498,FDR 10
Cog6,CG8065,fly,0.4245,FDR 5
Cog6,Slmap,fly,0.3242,FDR 10
Cog6,CG13084,fly,0.2568,FDR 10
Cog6,sals,fly,0.2345,FDR 10
N,Delta,both,0.4301,FDR 5
N,gek,diopt4,0.3337,FDR 10
N,CG10916,fly,0.2963,FDR 10
N,Alk,diopt4,0.2232,FDR 10
beat-VI,side-II,fly,0.5141,FDR 5
side-II,side-III,fly,0.4863,FDR 5
Ptp61F,Hsc70-1,diopt4,0.3442,FDR 5
CG7668,Psa,fly,0.3162,FDR 10
CG7668,tor,fly,0.2918,FDR 10
CG14641,CG14708,fly,0.4292,FDR 5
CG14641,Sec24CD,fly,0.4108,FDR 5
CG14641,Usp10,fly,0.3861,FDR 5
CG14641,dmt,fly,0.3019,FDR 10
CG14641,coro,fly,0.2537,FDR 10
CG14641,sol,fly,0.2297,FDR 10
ea,Spn27A,fly,0.4485,FDR 5
ea,shn,fly,0.4305,FDR 5
ea,Spn42Dd,fly,0.4225,FDR 5
Fkbp39,CG11030,fly,0.4758,FDR 5
Fkbp39,CG12301,fly,0.4212,FDR 5
Fkbp39,l(1)G0004,fly,0.4097,FDR 5
Fkbp39,CG5728,both,0.2992,FDR 10
Fkbp39,CG8064,fly,0.2807,FDR 10
Fkbp39,CG1142,fly,0.2381,FDR 10
PlexB,CG34049,diopt4,0.4508,FDR 5
PlexB,Sema5c,diopt4,0.3274,FDR 10
PlexB,Sema1a,diopt4,0.2754,FDR 10
PlexB,Ptp36E,diopt4,0.2697,FDR 10
PlexB,CG31183,diopt4,0.2546,FDR 10
Ilp8,Lgr3,fly,0.4011,FDR 5
CG9667,lms,fly,0.4093,FDR 5
CG9667,CG13171,fly,0.3773,FDR 5
CG9667,CG3104,fly,0.316,FDR 10
CG9667,Cep89,fly,0.2694,FDR 10
CG9667,Rbpn-5,fly,0.2694,FDR 10
jvl,hook,fly,0.4796,FDR 5
PVRAP,CG33993,fly,0.5125,FDR 5
pelo,HBS1,both,0.5124,FDR 5
pelo,pix,both,0.2942,FDR 10
HBS1,CG15599,fly,0.2515,FDR 10
GABPI,CG10702,diopt4,0.2274,FDR 10
dah,Spt,fly,0.5106,FDR 5
CG10863,Gdi,both,0.3941,FDR 5
MBD-like,Fak,diopt4,0.3234,FDR 10
Zmynd10,Hsp68,fly,0.3163,FDR 10
CG17187,CG44250,fly,0.4973,FDR 5
Abl,CG4839,diopt4,0.3504,FDR 5
Abl,robo1,both,0.3249,FDR 10
Abl,smal,diopt4,0.3086,FDR 10
Abl,CG1894,diopt4,0.2822,FDR 10
Abl,Fas1,fly,0.2614,FDR 10
Abl,robo3,both,0.2545,FDR 10
Abl,robo2,both,0.2237,FDR 10
dlp,Wnt6,fly,0.4835,FDR 5
dlp,Spn28B,diopt4,0.4207,FDR 5
dlp,Pvf1,diopt4,0.3792,FDR 5
dlp,Mp,diopt4,0.3258,FDR 10
dlp,oxt,diopt4,0.319,FDR 10
dlp,alpha-Man-Ia,diopt4,0.3081,FDR 10
Dronc,HIP,fly,0.4889,FDR 5
Dronc,Dark,both,0.4426,FDR 5
NFAT,CG32812,diopt4,0.2926,FDR 10
NFAT,Smyd5,fly,0.2683,FDR 10
D,CG34453,fly,0.4989,FDR 5
D,Ror,diopt4,0.2442,FDR 10
pk,hwt,fly,0.3712,FDR 5
pk,Nab2,fly,0.2606,FDR 10
GlnRS,AIMP1,both,0.5113,FDR 5
GlnRS,ArgRS,both,0.3835,FDR 5
GlnRS,Rlb1,fly,0.3451,FDR 5
GlnRS,CG9684,fly,0.2344,FDR 10
AIMP1,ArgRS,both,0.5,FDR 5
yellow-g,CG15109,fly,0.3135,FDR 10
yellow-g,pxb,fly,0.2546,FDR 10
yellow-g,CG32767,fly,0.245,FDR 10
nAChRbeta1,nAChRalpha2,diopt4,0.5108,FDR 5
nAChRbeta1,nAChRalpha4,diopt4,0.5102,FDR 5
nAChRbeta1,nAChRalpha7,diopt4,0.4954,FDR 5
nAChRbeta1,nAChRalpha1,both,0.4947,FDR 5
nAChRbeta1,nAChRalpha6,diopt4,0.487,FDR 5
nAChRbeta1,nAChRbeta2,diopt4,0.4682,FDR 5
nAChRbeta1,nAChRbeta3,diopt4,0.4583,FDR 5
nAChRalpha2,nAChRbeta3,both,0.4605,FDR 5
nAChRalpha2,nAChRbeta2,diopt4,0.3406,FDR 5
nAChRalpha2,nAChRalpha1,diopt4,0.2515,FDR 10
CG4613,CG3662,diopt4,0.4191,FDR 5
CG4613,Nct,diopt4,0.4051,FDR 5
CG4613,CG3253,diopt4,0.3806,FDR 5
CG4613,Tango1,diopt4,0.3493,FDR 5
CG4613,Pgant3,diopt4,0.3045,FDR 10
CG4613,svr,diopt4,0.2771,FDR 10
CG4613,Chpf,diopt4,0.2326,FDR 10
CG4613,Pgant1,diopt4,0.2271,FDR 10
CG7879,gsb-n,fly,0.4961,FDR 5
CG7879,Rbp4,both,0.4391,FDR 5
scf,sel,both,0.4716,FDR 5
scf,RpS10b,fly,0.415,FDR 5
scf,cib,fly,0.2923,FDR 10
scf,CG5174,both,0.248,FDR 10
nAChRalpha4,nAChRbeta3,both,0.455,FDR 5
Sec3,Exo70,diopt4,0.47,FDR 5
Neto,etaTry,fly,0.4665,FDR 5
Neto,alien,fly,0.3119,FDR 10
Neto,GluRIIB,both,0.2889,FDR 10
bgcn,tut,fly,0.4131,FDR 5
Psa,Kr-h2,fly,0.3258,FDR 10
Psa,emb,both,0.2921,FDR 10
Psa,Hmu,fly,0.2848,FDR 10
Psa,CG13220,fly,0.2722,FDR 10
Psa,Rpt1,both,0.243,FDR 10
Psa,Ts,fly,0.2413,FDR 10
Psa,Hsp83,diopt4,0.2346,FDR 10
Psa,fax,fly,0.2345,FDR 10
CG1234,Rs1,both,0.4953,FDR 5
CG1234,Prp31,fly,0.3026,FDR 10
CG1234,ball,fly,0.2684,FDR 10
CG1234,alt,fly,0.2445,FDR 10
CG1234,CG2691,both,0.2346,FDR 10
Tsf1,CG16826,fly,0.2997,FDR 10
CG11275,hoe1,fly,0.4754,FDR 5
CG11275,CG5466,fly,0.3968,FDR 5
CG11275,Adf1,fly,0.3088,FDR 10
CG11275,exp,fly,0.2862,FDR 10
CG11275,CG2218,fly,0.2612,FDR 10
CG11275,whe,fly,0.2336,FDR 10
Cpr67B,scaf,fly,0.2358,FDR 10
CG6337,NaPi-T,fly,0.2957,FDR 10
CG10417,CG15599,fly,0.2815,FDR 10
y,Top2,fly,0.388,FDR 5
y,CG42668,fly,0.2352,FDR 10
CG11007,CG6271,diopt4,0.3674,FDR 5
CG11007,CG6277,diopt4,0.2911,FDR 10
CG11007,CARPB,diopt4,0.2783,FDR 10
CG11007,sxe2,diopt4,0.2528,FDR 10
CG11007,CG5966,diopt4,0.2238,FDR 10
CG8539,CG30036,diopt4,0.3938,FDR 5
CG8539,D1,fly,0.3025,FDR 10
CG8539,CG8673,diopt4,0.2892,FDR 10
muskelin,Irk1,fly,0.3411,FDR 5
muskelin,CG1789,fly,0.333,FDR 10
cad,CG6933,fly,0.4654,FDR 5
TfIIS,aay,diopt4,0.3349,FDR 10
Brd8,grp,diopt4,0.2817,FDR 10
Rok,Trpm,diopt4,0.423,FDR 5
Rok,gek,diopt4,0.3976,FDR 5
Rok,sti,diopt4,0.3826,FDR 5
Rok,hop,diopt4,0.3771,FDR 5
Rok,Zasp52,diopt4,0.2988,FDR 10
l(3)neo38,stau,fly,0.3711,FDR 5
CG12237,CG13627,fly,0.2623,FDR 10
CG1371,CG3355,diopt4,0.3927,FDR 5
CG1371,CG10359,diopt4,0.3603,FDR 5
CG1371,Spn55B,diopt4,0.3222,FDR 10
CG1371,Glt,fly,0.2546,FDR 10
CG6023,CG13245,fly,0.5062,FDR 5
park,koi,both,0.451,FDR 5
park,srl,fly,0.2609,FDR 10
CG43861,CG15764,fly,0.4331,FDR 5
CG43861,Traf-like,fly,0.333,FDR 10
CG43861,Strump,fly,0.3036,FDR 10
Map205,CG8043,fly,0.2705,FDR 10
tin,pnr,both,0.2789,FDR 10
CG5569,sol,fly,0.2514,FDR 10
pad,Ets21C,fly,0.348,FDR 5
CG44243,CG1894,fly,0.327,FDR 10
Ahcy,CG31800,both,0.5055,FDR 5
Ahcy,AhcyL1,both,0.2967,FDR 10
CG1671,CG8064,both,0.5054,FDR 5
CG1671,CG12325,both,0.3762,FDR 5
CG8064,CG12325,both,0.4258,FDR 5
CG8064,CG9799,both,0.3259,FDR 10
ND-B14.5B,CG9034,fly,0.2737,FDR 10
ND-B14.5B,NP15.6,both,0.2614,FDR 10
emb,CG5445,diopt4,0.5051,FDR 5
CG5445,CG4306,fly,0.2551,FDR 10
CG14684,yuri,fly,0.3158,FDR 10
hyx,Ssrp,diopt4,0.2897,FDR 10
Prosalpha5,Prosbeta5,both,0.5048,FDR 5
Prosalpha5,Prosalpha3,both,0.4458,FDR 5
Prosalpha5,Prosalpha2,both,0.3656,FDR 5
Prosalpha5,Prosalpha4,both,0.3327,FDR 10
Prosbeta5,Pomp,both,0.3436,FDR 5
PpD3,Sirt1,diopt4,0.2821,FDR 10
PpD3,sens-2,fly,0.2658,FDR 10
PpD3,HIP,fly,0.2399,FDR 10
PpD3,Hsc70Cb,both,0.2337,FDR 10
CG11964,c12.1,both,0.5046,FDR 5
CG11964,CG12128,fly,0.265,FDR 10
ohgt,Rcd-1r,fly,0.3325,FDR 10
smash,cno,fly,0.2379,FDR 10
mbl,CG13526,fly,0.4879,FDR 5
mbl,CG4998,fly,0.3549,FDR 5
CalpA,CalpB,both,0.5036,FDR 5
CalpA,CalpC,both,0.4828,FDR 5
CalpB,CalpC,both,0.4668,FDR 5
CalpB,GluRIIA,fly,0.2676,FDR 10
ATPsynO,Gpdh1,fly,0.263,FDR 10
ATPsynO,CG5177,fly,0.2618,FDR 10
cib,CG10638,fly,0.2649,FDR 10
SAK,nej,diopt4,0.4198,FDR 5
SAK,Fak,diopt4,0.3521,FDR 5
SAK,mei-41,diopt4,0.3247,FDR 10
SAK,Aladin,fly,0.3218,FDR 10
SAK,ana1,fly,0.3167,FDR 10
SAK,Mps1,diopt4,0.2645,FDR 10
CG11459,tctn,diopt4,0.4917,FDR 5
CG11459,CG7579,diopt4,0.2698,FDR 10
RpL3,CG4998,fly,0.2516,FDR 10
RpL3,RpL9,both,0.2299,FDR 10
RpL3,CG4896,both,0.2297,FDR 10
Hsp83,CHORD,both,0.5032,FDR 5
Hsp83,Dpit47,both,0.4488,FDR 5
Hsp83,Cdc37,both,0.405,FDR 5
Hsp83,amon,diopt4,0.3944,FDR 5
Hsp83,Kr-h1,fly,0.2429,FDR 10
Hsp83,AGO3,both,0.2296,FDR 10
CHORD,CG5846,fly,0.4098,FDR 5
cbt,CG9436,fly,0.407,FDR 5
Hex-A,PIP82,fly,0.3241,FDR 10
Hex-A,CG31441,fly,0.3176,FDR 10
CG5250,CG33128,diopt4,0.4455,FDR 5
CG5250,CG17134,diopt4,0.3361,FDR 10
CG5250,CG9294,diopt4,0.2488,FDR 10
Tomosyn,CG8336,diopt4,0.2316,FDR 10
Sema5c,CG32206,fly,0.2399,FDR 10
Ady43A,Adk3,diopt4,0.5025,FDR 5
Ady43A,ric8a,fly,0.358,FDR 5
Adk3,CG3809,diopt4,0.3989,FDR 5
CG7264,CG31909,fly,0.4413,FDR 5
CG7264,dx,fly,0.4067,FDR 5
CG7264,CG13157,fly,0.2462,FDR 10
Spps,Cib2,diopt4,0.3215,FDR 10
Spps,Shark,diopt4,0.2813,FDR 10
Lpt,CG31802,fly,0.3494,FDR 5
Spn,gek,diopt4,0.4535,FDR 5
Shark,hop,diopt4,0.4059,FDR 5
CG10359,CG8507,diopt4,0.502,FDR 5
CG10359,mmd,diopt4,0.34,FDR 5
CG10359,Chpf,diopt4,0.2792,FDR 10
CG8507,LpR1,diopt4,0.3155,FDR 10
gek,Nab2,diopt4,0.502,FDR 5
gek,vig,diopt4,0.4467,FDR 5
gek,sti,diopt4,0.4121,FDR 5
gek,hook,diopt4,0.3726,FDR 5
gek,Klp61F,diopt4,0.3641,FDR 5
gek,yrt,diopt4,0.3452,FDR 5
gek,betaNACtes6,diopt4,0.319,FDR 10
gek,nop5,diopt4,0.317,FDR 10
gek,CG9911,diopt4,0.3052,FDR 10
gek,PEK,diopt4,0.3047,FDR 10
gek,by,diopt4,0.295,FDR 10
gek,Vsx1,diopt4,0.2861,FDR 10
gek,dom,diopt4,0.2774,FDR 10
gek,upSET,diopt4,0.2661,FDR 10
gek,SH3PX1,diopt4,0.2631,FDR 10
gek,osp,diopt4,0.2516,FDR 10
gek,CG8878,diopt4,0.2428,FDR 10
gek,mia,diopt4,0.2399,FDR 10
gek,unc-104,diopt4,0.2375,FDR 10
Nab2,pnr,both,0.3079,FDR 10
CSN1b,alien,both,0.4069,FDR 5
CG8854,CG32369,fly,0.5014,FDR 5
CG8854,CG6163,fly,0.4422,FDR 5
CG14969,jagn,fly,0.5014,FDR 5
CG14969,CG14269,fly,0.3805,FDR 5
jagn,CG2064,fly,0.2613,FDR 10
BicC,orb,fly,0.5012,FDR 5
BicC,Rexo5,fly,0.3217,FDR 10
orb,Hrb27C,both,0.2777,FDR 10
CG5466,S6KL,fly,0.5012,FDR 5
CG5466,CG13084,fly,0.344,FDR 5
S6KL,rdgA,fly,0.2421,FDR 10
Hrd3,CG6766,both,0.5011,FDR 5
CG6766,CG8673,diopt4,0.3588,FDR 5
CG6766,tctn,diopt4,0.3102,FDR 10
CG15109,Atox1,fly,0.341,FDR 5
CG15109,CG13458,fly,0.262,FDR 10
CG15109,dsx-c73A,fly,0.2557,FDR 10
CG15109,CG13114,fly,0.2508,FDR 10
wls,Wnt6,fly,0.4731,FDR 5
wls,Wnt5,both,0.3561,FDR 5
wls,tctn,diopt4,0.2574,FDR 10
CG9727,Oli,fly,0.3453,FDR 5
GATAe,Fak,diopt4,0.2759,FDR 10
GATAe,Pask,diopt4,0.2687,FDR 10
GATAe,p38c,diopt4,0.2289,FDR 10
Bsg,Mct1,diopt4,0.4906,FDR 5
Bsg,Sln,both,0.4798,FDR 5
Bsg,CG13996,fly,0.3886,FDR 5
PEK,Pink1,fly,0.333,FDR 10
PEK,CARPB,diopt4,0.228,FDR 10
PEK,CG8172,diopt4,0.2251,FDR 10
Hsc70-1,Hsp68,both,0.3372,FDR 10
Hsc70-1,Phlpp,diopt4,0.2415,FDR 10
X11L,X11Lbeta,both,0.3449,FDR 5
X11L,CG9795,fly,0.2437,FDR 10
CG16908,lqfR,both,0.4771,FDR 5
CG16908,rept,both,0.3528,FDR 5
CG16908,Tor,both,0.3137,FDR 10
CG10694,CG2218,fly,0.498,FDR 5
ssp,Mhcl,fly,0.3349,FDR 10
Alg2,yata,fly,0.4504,FDR 5
Rpt1,CG12096,both,0.4994,FDR 5
CG12096,CG5188,fly,0.3712,FDR 5
lic,Ask1,both,0.3825,FDR 5
lic,Mekk1,diopt4,0.3562,FDR 5
lic,Pdk1,fly,0.3144,FDR 10
shi,SH3PX1,both,0.2635,FDR 10
Tlk,Slmap,fly,0.3774,FDR 5
Tlk,NfI,diopt4,0.3176,FDR 10
CG17829,Alh,fly,0.2281,FDR 10
trp,Trpgamma,both,0.3957,FDR 5
trp,trpl,both,0.3469,FDR 5
l(3)mbt,CG2662,both,0.4986,FDR 5
CG8673,CG31371,diopt4,0.4985,FDR 5
CG8673,LysE,diopt4,0.3445,FDR 5
CG8673,CG8563,diopt4,0.332,FDR 10
CG8673,CG11159,diopt4,0.3292,FDR 10
CG8673,Spn42Dc,diopt4,0.3051,FDR 10
CG8673,Spn55B,diopt4,0.2429,FDR 10
